label,raw_text,text
ham,Shall i ask one thing if you dont mistake me.,Shall i ask one thing if you do not mistake me.
ham,Check wid corect speling i.e. Sarcasm,Check wid corect speling i.e. Sarcasm
spam,"URGENT! Your Mobile No was awarded a £2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate","URGENT! Your Mobile No was awarded a £2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate"
ham,Are you angry with me. What happen dear,Are you angry with me. What happen dear
ham,I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.,I thk you dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.
ham,Yup ok thanx...,Yup ok thanx...
ham,Hi:)cts employee how are you?,Hi:)cts employee how are you?
ham,Pls pls find out from aunt nike.,Pls pls find out from aunt nike.
ham,"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you","Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you"
ham,No screaming means shouting..,No screaming means shouting..
ham,Hey what happen de. Are you alright.,Hey what happen de. Are you alright.
ham,Should I have picked up a receipt or something earlier,Should I have picked up a receipt or something earlier
ham,I think chennai well settled?,I think chennai well settled?
ham,Oh dang! I didn't mean o send that to you! Lol!,Oh dang! I did not mean o send that to you! Lol!
ham,Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th,Unfortunately i have just found out that we have to pick my sister up from the airport that evening so do not think i will be going out at all. We should try to go out one of th
ham,Horrible bf... I now v hungry...,Horrible bf... I now v hungry...
ham,Remember on that day..,Remember on that day..
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
ham,How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!,How is it feel? Mr. Your not my real Valentine just my yo Valentine even though you hardly play!!
ham,All sounds good. Fingers . Makes it difficult to type,All sounds good. Fingers . Makes it difficult to type
ham,Midnight at the earliest,Midnight at the earliest
ham,You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?,You are not sure that I am not trying to make xavier smoke because I do not want to smoke after being told I smoke too much?
ham,K come to nordstrom when you're done,K come to nordstrom when you are done
ham,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,Do you konw waht is rael FRIENDSHIP I Am gving yuo an exmpel: Jsut ese tihs message.. Evrey splleing of tihs message is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT & HAVE A NICE SLEEP..SWEET DREAMS..
ham,Now press conference da:),Now press conference da:)
spam,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow","Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply:"
ham,After completed degree. There is no use in joining finance.,After completed degree. There is no use in joining finance.
ham,"Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?","Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?"
ham,Shant disturb u anymore... Jia you...,Shall Not disturb you anymore... Jia you...
ham,Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...,Bishan lar nearer... No need buy so early cos if buy now i got to park my car...
ham,"Me, i dont know again oh","Me, i do not know again oh"
ham,Dude sux for snake. He got old and raiden got buff,Dude sucks for snake. He got old and raiden got buff
ham,He says hi and to get your ass back to south tampa (preferably at a kegger),He says hi and to get your ass back to south tampa (preferably at a kegger)
ham,In e msg jus now. U said thanks for gift.,In e message jus now. YOU said thanks for gift.
ham,U too...,YOU too...
ham,Ok how you dear. Did you call chechi,Ok how you dear. Did you call chechi
ham,Yeah we do totes. When u wanna?,Yeah we do totes. When you want to?
ham,Ok i found dis pierre cardin one which looks normal costs 20 its on sale.,Ok i found dis pierre cardin one which looks normal costs 20 its on sale.
ham,Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-),Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-)
ham,Wat r u doing?,Wat r you doing?
ham,Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side,Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side
ham,"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt...","Single line with a big meaning::::: ""Miss anything 4 you are ""Best Life"" but, do not miss you are best life for anything... Gud nyt..."
ham,"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?","Just got some gas money, any chance you and the gang want to go on a grand nature adventure?"
ham,Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.,Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.
ham,Dude just saw a parked car with its sunroof popped up. Sux,Dude just saw a parked car with its sunroof popped up. Sucks
ham,Get ready to put on your excellent sub face :),Get ready to put on your excellent sub face :)
ham,Tmrw. Im finishing 9 doors,Tomorrow. I Am finishing 9 doors
ham,"The  &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for  &lt;#&gt;  and with 3g for  &lt;#&gt; . That's why i blanked him.","The <#> g that i saw a few days ago, the guy wants sell wifi only for <#> and with 3g for <#> . That is why i blanked him."
ham,I am late. I will be there at,I am late. I will be there at
ham,"whatever, im pretty pissed off.","whatever, i am pretty pissed off."
ham,I dont have that much image in class.,I do not have that much image in class.
ham,No:-)i got rumour that you going to buy apartment in chennai:-),No:-)i got rumour that you going to buy apartment in chennai:-)
ham,Near kalainar tv office.thenampet,Near kalainar tv office.thenampet
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL,You Are cash-balance is currently 500 pounds - to maximize you are cash-in now send GO to 86688 only 150p/message. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL
spam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL
ham,My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.,My sis is catching e show in e afternoon so i am not watching w her. So c you wan 2 watch today or tomorrow lor.
ham,"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao...","Sounds gd... Haha... Can... Wah, you yan jiu so fast liao..."
ham,No. To be nosy I guess. Idk am I over reacting if I'm freaked?,No. To be nosy I guess. I Do Not Know am I over reacting if I am freaked?
ham,"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same.","Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as you said pray that i get the mind to get over the same."
ham,How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..,How to Make a girl Happy? It is not at all difficult to make girls happy. YOU only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . . <#> . Good listener <#> . Organizer <#> . Good boyfriend <#> . Very clean <#> . Sympathetic <#> . Athletic <#> . Warm . . . <#> . Courageous <#> . Determined <#> . True <#> . Dependable <#> . Intelligent . . . <#> . Psychologist <#> . Pest exterminator <#> . Psychiatrist <#> . Healer . . <#> . Stylist <#> . Driver . . Aaniye pudunga venaam..
ham,"Why is that, princess? I bet the brothas are all chasing you!","Why is that, princess? I bet the brothas are all chasing you!"
ham,"I shall book chez jules for half eight, if that's ok with you?","I shall book chez jules for half eight, if that is ok with you?"
ham,Hhahhaahahah rofl wtf nig was leonardo in your room or something,Hhahhaahahah rofl wtf nig was leonardo in your room or something
ham,"Yep, at derek's house now, see you Sunday &lt;3","Yep, at derek's house now, see you Sunday <3"
ham,"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day","It is cool, let me know before it kicks off around <#> , I will be out and about all day"
ham,I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.,I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That <#> dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.
ham,There are no other charges after transfer charges and you can withdraw anyhow you like,There are no other charges after transfer charges and you can withdraw anyhow you like
ham,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL","Do Not search love, let love find YOU. That Is why its called falling in love, bcoz YOU do not force yourself, YOU just fall and YOU know there is smeone to hold YOU... BSLVYL"
ham,At 4. Let's go to bill millers,At 4. Let us go to bill millers
ham,I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo,I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo
ham,"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)","Somewhr someone is surely made 4 you. And God has decided a perfect time to make you meet dat person. . . . till den, . . . . . Enjoy you are crushes..!!!;-)"
ham,That's my honeymoon outfit. :),That is my honeymoon outfit. :)
ham,Will it help if we propose going back again tomorrow,Will it help if we propose going back again tomorrow
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04
ham,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,Never blame a day in you are life. Good days give you happiness. Bad days give you experience. Both are essential in life! All are Gods blessings! good morning.:
ham,Pls confirm the time to collect the cheque.,Pls confirm the time to collect the cheque.
spam,As a Registered Subscriber yr draw 4 a £100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062,As a Registered Subscriber yr draw 4 a £100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062
spam,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm
ham,Daddy will take good care of you :),Daddy will take good care of you :)
ham,"Yeah probably, I still gotta check out with leo","Yeah probably, I still got to check out with leo"
ham,K.then any other special?,K.then any other special?
ham,Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass,Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I will tell him to haul ass
ham,Ok pa. Nothing problem:-),Ok pa. Nothing problem:-)
ham,Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?! ,Have you heard about that job? I am going to that wildlife talk again tonight if you want2come. Its that2worzels and a wizzle or whatever it is?!
ham,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U","God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto you, and the he gifted tomeandsaid,THIS FRIEND IS 4U"
ham,When you came to hostel.,When you came to hostel.
ham,Ok no prob... I'll come after lunch then...,Ok no prob... I will come after lunch then...
ham,Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...,Jus telling you dat i will b leaving 4 shanghai on 21st instead so we will haf more time 2 meet up see ya...
ham,Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?,Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?
ham,You all ready for * big day tomorrow?,You all ready for * big day tomorrow?
ham,I'll probably be around mu a lot,I will probably be around mu a lot
ham,645,645
spam,RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!,RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at Enjoy!
ham,Thnx dude. u guys out 2nite?,Thnx dude. you guys out 2nite?
ham,Me sef dey laugh you. Meanwhile how's my darling anjie!,Me sef dey laugh you. Meanwhile how is my darling anjie!
ham,Mm i had my food da from out,Mm i had my food da from out
ham,"K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas","K, makes sense, by the way carlos is being difficult so you guys are going to smoke while I go pick up the second batch and get gas"
ham,Did u download the fring app?,Did you download the fring app?
ham,The 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt;#&gt;  worth tonight if possible,The 2 oz guy is being kind of flaky but one friend is interested in picking up $ <#> worth tonight if possible
ham,Friends that u can stay on fb chat with,Friends that you can stay on fb chat with
ham,"Fuck babe, I miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely ... I go now, to sleep ... To dream of you, my love ...","Fuck babe, I miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely ... I go now, to sleep ... To dream of you, my love ..."
ham,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-","Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-"
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,YOU have a secret admirer who is looking 2 make contact with YOU-find out who they R*reveal who thinks YOU ARE so special-call on 09058094599
ham,"Ah, well that confuses things, doesn‘t it?","Ah, well that confuses things, doesn‘t it?"
spam,500 free text msgs. Just text ok to 80488 and we'll credit your account,500 free text msgs. Just text ok to 80488 and we will credit your account
ham,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,Hi Dear Call me its urgnt. I do not know what is your problem. You do not want to work or if you have any other problem at least tell me. Wating for your reply.
ham,Dear how you. Are you ok?,Dear how you. Are you ok?
spam,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth £350! To Claim, Call London 02072069400. Bx 526, SW73SS","You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth £350! To Claim, Call London 02072069400. Bx 526, SW73SS"
ham,Yes princess! I want to make you happy...,Yes princess! I want to make you happy...
ham,Sounds like you have many talents! would you like to go on a dinner date next week?,Sounds like you have many talents! would you like to go on a dinner date next week?
ham,I am going to film 2day da. At 6pm. Sorry da.,I am going to film 2day da. At 6pm. Sorry da.
ham,We not watching movie already. Xy wants 2 shop so i'm shopping w her now.,We not watching movie already. Xy wants 2 shop so i am shopping w her now.
ham,Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss,Hello my little party animal! I just thought I would buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss
ham,Yesterday its with me only . Now am going home.,Yesterday its with me only . Now am going home.
spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p","Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT POBox36504W45WQ 150p"
ham,"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for","You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for"
ham,"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me","No shit, but I was not that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I did not let him fuck me"
spam,"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their ""suppliers"", just as a shop has to give a guarantee on what they sell. B. G.","0A$NETWORKS allow companies to bill for SMS, so they are responsible for their ""suppliers"", just as a shop has to give a guarantee on what they sell. B. G."
ham,Great comedy..cant stop laughing da:),Great comedy..cannot stop laughing da:)
spam,FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242,FreeMsg:Feelin kind of lnly hope you like 2 keep me company! Jst got a cam moby want to c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242
ham,"Alright, we're all set here, text the man","Alright, we are all set here, text the man"
ham,"Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?","Hi , where are you? We are at and they are not keen to go out i kind of am but feel i should not so can we go out tomo, do not mind do you?"
ham,Sleeping nt feeling well,Sleeping nt feeling well
ham,U WILL SWITCH YOUR FONE ON DAMMIT!!,YOU WILL SWITCH YOUR FONE ON DAMMIT!!
ham,India have to take lead:),India have to take lead:)
ham,I.ll post her out l8r. In class,I.ll post her out l8r. In class
ham,Thts wat Wright Brother did to fly..,Thts wat Wright Brother did to fly..
ham,"Evening * v good if somewhat event laden. Will fill you in, don't you worry … Head * ok but throat * wrecked. See you at six then!","Evening * v good if somewhat event laden. Will fill you in, do not you worry … Head * ok but throat * wrecked. See you at six then!"
ham,If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:),If you laugh really loud.. If you talk spontaneously.. If you do not care what others feel.. YOU are probably with your dear & best friends.. GOODEVENING Dear..:)
ham,ITS A LAPTOP TAKE IT WITH YOU.,ITS A LAPTOP TAKE IT WITH YOU.
ham,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,I do not have any of your file in my bag..i was in work when you called me.i will tell you if i find anything in my room.
ham,I wan but too early lei... Me outside now wun b home so early... Neva mind then...,I wan but too early lei... Me outside now wun b home so early... Neva mind then...
spam,"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk","For you are chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's custcare 08712405022, 1x150p/wk"
ham,I was at bugis juz now wat... But now i'm walking home oredi... Ü so late then reply... I oso saw a top dat i like but din buy... Where r ü now? ,I was at bugis juz now wat... But now i am walking home oredi... Ü so late then reply... I oso saw a top dat i like but din buy... Where are ü now?
ham,At 7 we will go ok na.,At 7 we will go ok na.
ham,Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :),Yes I posted a couple of pics on fb. There is still snow outside too. I am just waking up :)
ham,S:-)if we have one good partnership going we will take lead:),S:-)if we have one good partnership going we will take lead:)
spam,RGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50,RGENT! This is the 2nd attempt to contact YOU!YOU have WON £1250 CALL 09071512433 before 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50
ham,"Yeah, where's your class at?","Yeah, where is your class at?"
ham,No just send to you. Bec you in temple na.,No just send to you. Bec you in temple na.
ham,"You aren't coming home between class, right? I need to work out and shower!","You are not coming home between class, right? I need to work out and shower!"
spam,Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Calls£1/minMobsmoreLKPOBOX177HP51FL,Hi if you are lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Calls£1/minMobsmoreLKPOBOX177HP51FL
ham,S but mostly not like that.,S but mostly not like that.
ham,Ü v ma fan...,Ü v ma fan...
ham,Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...,Do Not Know cos i was v late n when i reach they inside already... But we ate spageddies lor... It is e gals who r laughing at me lor...
ham,Guess who spent all last night phasing in and out of the fourth dimension,Guess who spent all last night phasing in and out of the fourth dimension
ham,So now my dad is gonna call after he gets out of work and ask all these crazy questions.,So now my dad is going to call after he gets out of work and ask all these crazy questions.
ham,"Yes..but they said its IT.,","Yes..but they said its IT.,"
ham,"Very hurting n meaningful lines ever: ""I compromised everything for my love, But at d end my love compromised me for everything:-("".. Gud mornin:-)","Very hurting n meaningful lines ever: ""I compromised everything for my love, But at d end my love compromised me for everything:-("".. Gud mornin:-)"
ham,Lmao!nice 1,Lmao!nice 1
ham,Glad to see your reply.,Glad to see your reply.
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only,URGENT! We are trying to contact YOU. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only
spam,Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.,Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.
ham,Nah dub but je still buff,Nah dub but je still buff
ham,"Painful words- ""I thought being Happy was the most toughest thing on Earth... But, the toughest is acting Happy with all unspoken pain inside..""","Painful words- ""I thought being Happy was the most toughest thing on Earth... But, the toughest is acting Happy with all unspoken pain inside.."""
ham,"Yeah, that's fine! It's £6 to get in, is that ok? ","Yeah, that is fine! It is £6 to get in, is that ok?"
ham,Lol where do u come up with these ideas?,Lol where do you come up with these ideas?
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas","So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas"
ham,Okay... We wait ah,Okay... We wait ah
ham,Y lei?,Y lei?
ham,HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT! I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9. LOVE ME XXX,HI BABE YOU R MOST LIKELY TO BE IN BED BUT I AM SO SORRY ABOUT TONIGHT! I REALLY WANT TO SEE YOU TOMORROW SO CALL ME AT 9. LOVE ME XXX
ham,Already am squatting is the new way of walking,Already am squatting is the new way of walking
ham,Do you want bold 2 or bb torch,Do you want bold 2 or bb torch
ham,Cramps stopped. Going back to sleep,Cramps stopped. Going back to sleep
spam,todays vodafone numbers ending with 0089(my last four digits) are selected to received a £350 award. If your number matches please call 09063442151 to claim your £350 award,todays vodafone numbers ending with 0089(my last four digits) are selected to received a £350 award. If your number matches please call 09063442151 to claim your £350 award
spam,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870
ham,Nan sonathaya soladha. Why boss?,Nan sonathaya soladha. Why boss?
ham,Bring tat cd don forget,Bring tat cd don forget
ham,I don't know but I'm raping dudes at poker,I do not know but I am raping dudes at poker
ham,Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.,Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.
ham,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.,Was gr8 to see that message. So when r you leaving? Congrats dear. What school and wat r you are plans.
ham,Ü eatin later but i'm eatin wif my frens now lei... Ü going home first? ,Ü eatin later but i am eatin wif my frens now lei... Ü going home first?
ham,Finish already... Yar they keep saying i mushy... I so embarrassed ok...,Finish already... Yar they keep saying i mushy... I so embarrassed ok...
ham,"Sorry man, my stash ran dry last night and I can't pick up more until sunday","Sorry man, my stash ran dry last night and I cannot pick up more until sunday"
ham,Hai priya are you right. What doctor said pa. Where are you.,Hai priya are you right. What doctor said pa. Where are you.
spam,"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service.","Free message. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service."
ham,Please ask mummy to call father,Please ask mummy to call father
ham,Can come my room but cannot come my house cos my house still messy... Haha...,Can come my room but cannot come my house cos my house still messy... Haha...
ham,I have lost 10 kilos as of today!,I have lost 10 kilos as of today!
ham,Just taste fish curry :-P,Just taste fish curry :-P
ham,What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip &amp; don't worry.,What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip & do not worry.
ham,Yun ah.now ü wkg where?btw if ü go nus sc. Ü wana specialise in wad?,Yun ah.now ü wkg where?by the way if ü go nus sc. Ü wana specialise in wad?
ham,Yes! I am a one woman man! Please tell me your likes and dislikes in bed...,Yes! I am a one woman man! Please tell me your likes and dislikes in bed...
ham,Was doing my test earlier. I appreciate you. Will call you tomorrow.,Was doing my test earlier. I appreciate you. Will call you tomorrow.
ham,"How's my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Doesn't he ache to speak to me ? Miss me desparately ?","How is my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Does not he ache to speak to me ? Miss me desparately ?"
ham,U meet other fren dun wan meet me ah... Muz b a guy rite...,YOU meet other fren dun wan meet me ah... Muz b a guy rite...
ham,"(No promises on when though, haven't even gotten dinner yet)","(No promises on when though, have not even gotten dinner yet)"
ham,I got your back! Do you have any dislikes in bed?,I got your back! Do you have any dislikes in bed?
ham,o turns out i had stereo love on mi phone under the unknown album.,o turns out i had stereo love on mi phone under the unknown album.
spam,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX
ham,Yeah I don't see why not,Yeah I do not see why not
ham,Asking do u knw them or nt? May be ur frnds or classmates?,Asking do you knw them or nt? May be you are frnds or classmates?
ham,"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!","Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!"
